time_seconds,energy_estimate,cpu_utilization,gpu_utilization
1.9721059799194336,0.4538600921630859,6.0,0.0
2.102041244506836,0.4541347503662109,3.1,0.0
2.2311973571777344,0.4541347503662109,1.9,0.0
2.359792709350586,0.4541347503662109,2.0,0.0
2.489039897918701,0.4541805267333984,1.9,0.0
2.6168949604034424,0.4541805267333984,2.0,0.0
2.745851516723633,0.4541805267333984,1.6,0.0
2.8732070922851562,0.4541805267333984,2.0,0.0
3.002204656600952,0.4541805267333984,1.9,0.0
3.130157709121704,0.4541805267333984,2.4,0.0
3.2573533058166504,0.4541805267333984,2.0,0.0
3.3861911296844482,0.4541805267333984,2.3,0.0
3.51346755027771,0.4541805267333984,2.0,0.0
3.6407976150512695,0.4541805267333984,2.8,0.0
3.7683606147766113,7.954180526733398,2.0,3.0
3.8952975273132324,7.954180526733398,2.4,3.0
4.0241899490356445,37.804226303100585,2.0,3.0
4.153494596481323,7.954226303100586,2.3,3.0
4.2801353931427,7.954226303100586,2.0,3.0
4.407153606414795,7.954226303100586,2.4,3.0
4.536165952682495,7.954226303100586,2.7,3.0
4.663639783859253,7.954226303100586,2.0,3.0
4.790778398513794,22.954226303100587,2.0,3.0
4.918289661407471,7.954226303100586,2.4,3.0
5.046018123626709,7.954226303100586,2.0,3.0
5.173568487167358,7.954226303100586,2.7,3.0
5.300795078277588,7.954226303100586,2.0,3.0
5.427620887756348,7.954226303100586,2.4,3.0
5.555019855499268,7.954226303100586,2.0,3.0
5.682405233383179,7.954226303100586,2.0,3.0
5.80991268157959,7.954226303100586,2.4,3.0
5.9372007846832275,7.954226303100586,2.0,3.0
6.064657688140869,7.954226303100586,2.4,3.0
6.19191312789917,7.954226303100586,2.0,3.0
6.319479942321777,7.954226303100586,2.4,3.0
6.4463090896606445,7.954226303100586,2.0,3.0
6.573583126068115,7.954226303100586,2.4,3.0
6.700926065444946,7.954226303100586,2.4,3.0
6.828104257583618,7.954226303100586,1.6,3.0
6.9573469161987305,7.954272079467773,2.3,3.0
7.084148168563843,7.954272079467773,5.6,3.0
7.208914518356323,7.954272079467773,1.6,3.0
7.335937023162842,7.954272079467773,2.4,3.0
7.462512731552124,7.954272079467773,1.6,3.0
7.589359521865845,7.954272079467773,2.0,3.0
7.716250658035278,7.954272079467773,2.8,3.0
7.8429765701293945,7.954272079467773,2.0,3.0
7.968093395233154,7.954272079467773,2.4,3.0
8.095174789428711,7.954272079467773,2.0,3.0
8.222396850585938,7.954272079467773,2.0,3.0
8.349974870681763,7.954272079467773,2.4,3.0
8.478621244430542,7.954317855834961,2.0,3.0
8.605660676956177,7.954317855834961,2.0,3.0
8.732449531555176,2.9543178558349608,2.0,1.0
8.859156608581543,2.9543178558349608,2.0,1.0
8.986201763153076,2.9543178558349608,2.0,1.0
9.113084554672241,2.9543178558349608,2.0,1.0
9.24026608467102,2.9543178558349608,2.0,1.0
9.366877555847168,2.9543178558349608,2.4,1.0
9.494237899780273,2.9543178558349608,1.6,1.0
9.625411987304688,2.9543178558349608,3.0,1.0
9.753881216049194,2.9543178558349608,1.6,1.0
9.884437799453735,32.80431785583496,2.3,1.0
10.016829252243042,2.9543178558349608,2.7,1.0
10.149986505508423,2.9543178558349608,2.2,1.0
10.284067630767822,2.9543178558349608,2.6,1.0
10.411744832992554,2.9543178558349608,2.0,1.0
10.54145073890686,32.80431785583496,2.7,1.0
10.673120021820068,7.954317855834961,1.9,3.0
10.805877447128296,7.954317855834961,2.3,3.0
10.939615726470947,7.954317855834961,2.3,3.0
11.067233085632324,22.95431785583496,2.0,3.0
11.196998119354248,7.954317855834961,1.9,3.0
11.328371286392212,7.954317855834961,2.3,3.0
11.461184740066528,7.954317855834961,2.3,3.0
11.59483003616333,7.954363632202148,2.6,3.0
11.722661256790161,5.454363632202148,2.4,2.0
11.852589845657349,5.454363632202148,1.9,2.0
11.984429597854614,5.454363632202148,1.9,2.0
12.117944717407227,5.454363632202148,2.6,2.0
12.251319646835327,5.454363632202148,2.2,2.0
12.379384279251099,5.454363632202148,2.0,2.0
12.510358333587646,5.454409408569336,2.3,2.0
12.64574146270752,5.454409408569336,2.2,2.0
12.774139165878296,22.954409408569337,2.3,3.0
12.906672716140747,7.954409408569336,1.9,3.0
13.03478479385376,22.954409408569337,2.3,3.0
13.162720203399658,7.954409408569336,3.2,3.0
13.29404354095459,7.954409408569336,3.1,3.0
13.422291994094849,7.954409408569336,2.0,3.0
13.549602031707764,7.954409408569336,2.4,3.0
13.679123163223267,7.954455184936523,5.1,3.0
13.804709672927856,7.954455184936523,8.8,3.0
13.932956218719482,7.954455184936523,7.5,3.0
14.0584237575531,7.954455184936523,8.8,3.0
14.185706377029419,7.954455184936523,6.0,3.0
14.315352439880371,7.954455184936523,5.9,3.0
14.443856716156006,7.954455184936523,18.7,3.0
14.570170640945435,7.954455184936523,2.8,3.0
14.70291018486023,7.954455184936523,2.3,3.0
14.83102035522461,7.954455184936523,14.5,3.0
14.963460206985474,7.954455184936523,3.4,3.0
15.09354543685913,22.954455184936524,2.3,3.0
15.221801280975342,7.954455184936523,3.1,3.0
15.349526166915894,7.954455184936523,2.8,3.0
15.478057622909546,7.954455184936523,3.2,3.0
15.605807065963745,7.954455184936523,3.1,3.0
15.733566045761108,0.4544551849365234,2.4,0.0
15.861594200134277,0.4544551849365234,1.6,0.0
15.989466905593872,0.4544551849365234,2.7,0.0
16.11819291114807,0.4544551849365234,2.0,0.0
16.246320009231567,0.4544551849365234,2.4,0.0
16.37397003173828,0.4544551849365234,2.0,0.0
16.50230836868286,0.4544551849365234,2.4,0.0
16.63056707382202,0.4544551849365234,2.0,0.0
16.758437156677246,5.454455184936523,2.0,2.0
16.886624097824097,5.454455184936523,2.3,2.0
17.01481819152832,5.454455184936523,2.4,2.0
17.143200159072876,5.454455184936523,1.6,2.0
17.271626710891724,5.454455184936523,2.3,2.0
17.39933180809021,5.454455184936523,1.6,2.0
17.527619123458862,5.454455184936523,2.4,2.0
17.655483722686768,5.454455184936523,2.8,2.0
17.784583806991577,7.954455184936523,8.2,3.0
17.914411544799805,7.954455184936523,8.2,3.0
18.044437170028687,7.954455184936523,5.4,3.0
18.17308807373047,7.954455184936523,2.0,3.0
18.304474353790283,7.954500961303711,8.2,3.0
18.432708501815796,7.954500961303711,8.6,3.0
18.561894416809082,7.954500961303711,6.7,3.0
18.69422221183777,7.954500961303711,4.2,3.0
18.822183847427368,22.95450096130371,1.6,3.0
18.950106143951416,7.954500961303711,2.0,3.0
19.078816652297974,7.954500961303711,2.0,3.0
19.207031726837158,7.954500961303711,2.0,3.0
19.33595848083496,7.954500961303711,6.7,3.0
19.464415788650513,7.954500961303711,2.4,3.0
19.5922212600708,7.954500961303711,2.4,3.0
19.72046709060669,5.454500961303711,2.4,2.0
19.84808039665222,5.454500961303711,2.0,2.0
19.976268768310547,5.454500961303711,2.0,2.0
20.104524850845337,5.454500961303711,2.0,2.0
20.23269248008728,5.454500961303711,1.2,2.0
20.360886812210083,5.454500961303711,2.4,2.0
20.489487886428833,5.454500961303711,2.0,2.0
20.623979091644287,5.454546737670898,2.3,2.0
20.75218415260315,2.9545467376708983,2.3,1.0
20.88057518005371,2.9545467376708983,2.0,1.0
21.009450912475586,2.9545467376708983,2.0,1.0
21.138420820236206,2.9545925140380858,2.3,1.0
21.26681423187256,2.9545925140380858,2.0,1.0
21.396448373794556,2.9545925140380858,2.0,1.0
21.523614406585693,2.9545925140380858,2.0,1.0
21.651156425476074,2.9545925140380858,2.8,1.0
21.779412746429443,7.954592514038086,2.4,3.0
21.908017873764038,7.954592514038086,2.4,3.0
22.0361008644104,7.954592514038086,2.0,3.0
22.164515018463135,7.954592514038086,2.0,3.0
22.292582750320435,7.954592514038086,1.6,3.0
22.421040534973145,7.954592514038086,2.3,3.0
22.54867911338806,7.954592514038086,2.0,3.0
22.675942182540894,7.954592514038086,2.0,3.0
22.803534030914307,7.954592514038086,2.0,3.0
22.93176794052124,7.954592514038086,2.4,3.0
23.058762073516846,7.954592514038086,2.0,3.0
23.186363697052002,7.954592514038086,1.6,3.0
23.314239025115967,7.954592514038086,2.0,3.0
23.441545009613037,7.954592514038086,2.0,3.0
23.569950103759766,7.954592514038086,2.0,3.0
23.697691202163696,7.954592514038086,2.4,3.0
23.825873613357544,7.954592514038086,2.0,3.0
23.95457649230957,7.954592514038086,2.4,3.0
24.08267593383789,7.954592514038086,2.0,3.0
24.210734128952026,7.954592514038086,2.0,3.0
24.339619636535645,7.954592514038086,2.3,3.0
24.468319177627563,7.954592514038086,2.0,3.0
24.596487998962402,7.954592514038086,2.0,3.0
24.724084615707397,2.9545925140380858,1.6,1.0
24.85221838951111,2.9545925140380858,2.0,1.0
24.981088638305664,2.9545925140380858,1.6,1.0
25.10891604423523,2.9545925140380858,2.0,1.0
25.238571166992188,2.9546382904052733,2.3,1.0
25.366507530212402,2.9546382904052733,2.8,1.0
25.49533987045288,2.9546382904052733,1.6,1.0
25.623677253723145,2.9546382904052733,2.4,1.0
25.753124475479126,2.9546382904052733,2.3,1.0
25.886188745498657,2.9546382904052733,1.9,1.0
26.019846200942993,2.9546382904052733,1.9,1.0
26.15404963493347,2.9546382904052733,2.2,1.0
26.285956144332886,2.9546382904052733,2.7,1.0
26.4134624004364,2.9546382904052733,2.8,1.0
26.546860694885254,2.9546382904052733,1.9,1.0
26.677226066589355,7.954638290405273,1.9,3.0
26.80926251411438,7.954638290405273,1.9,3.0
26.942628860473633,7.954638290405273,2.7,3.0
27.07065463066101,7.954638290405273,6.0,3.0
27.201286792755127,7.954638290405273,6.2,3.0
27.331682443618774,7.954638290405273,7.4,3.0
27.468388319015503,7.954638290405273,7.4,3.0
27.601805686950684,7.954638290405273,5.3,3.0
27.736129760742188,0.4546382904052734,2.6,0.0
27.870402812957764,0.4546382904052734,2.6,0.0
28.002384424209595,0.4546382904052734,9.8,0.0
28.132135152816772,0.4546382904052734,10.2,0.0
28.258177995681763,0.4546382904052734,6.3,0.0
28.369269371032715,0.4546382904052734,5.9,0.0
28.480932235717773,0.4546382904052734,7.2,0.0
28.597124099731445,15.454638290405274,6.9,0.0
28.714122772216797,5.454638290405273,1.3,2.0
28.83506155014038,5.454638290405273,1.7,2.0
28.950326442718506,5.454638290405273,1.7,2.0
29.070226907730103,5.454638290405273,1.7,2.0
29.186096668243408,5.454638290405273,1.7,2.0
29.30522108078003,5.454638290405273,6.8,2.0
29.41948103904724,5.454638290405273,9.7,2.0
29.538434267044067,20.454638290405274,9.8,2.0
29.655341625213623,5.454638290405273,9.9,2.0
29.78870129585266,7.954638290405273,5.3,3.0
29.9224374294281,7.954638290405273,3.4,3.0
30.056007146835327,7.954638290405273,3.4,3.0
30.182557106018066,7.954638290405273,3.2,3.0
30.29802656173706,7.954638290405273,1.7,3.0
30.41283893585205,7.954638290405273,1.7,3.0
30.527400255203247,22.954638290405274,2.2,3.0
30.641612768173218,7.954638290405273,1.8,3.0
30.7574405670166,7.954638290405273,7.9,3.0
30.873294830322266,7.954638290405273,6.1,3.0
30.99097967147827,7.954638290405273,3.0,3.0
31.105920791625977,7.954684066772461,1.3,3.0
31.222009897232056,7.954684066772461,2.2,3.0
31.33799958229065,7.954684066772461,6.1,3.0
31.45783042907715,7.954684066772461,6.8,3.0
31.57553791999817,7.954684066772461,2.6,3.0
31.694866180419922,7.954684066772461,2.1,3.0
31.80998921394348,7.954684066772461,2.6,3.0
31.925444841384888,7.954684066772461,2.2,3.0
32.044458866119385,22.95468406677246,3.8,3.0
32.162442445755005,7.954684066772461,6.4,3.0
32.28194332122803,7.954684066772461,3.8,3.0
32.39914274215698,7.954684066772461,5.2,3.0
32.51897859573364,7.954684066772461,5.1,3.0
32.635557413101196,7.954684066772461,1.7,3.0
32.75048828125,7.954684066772461,1.3,3.0
32.87069749832153,7.954729843139648,2.1,3.0
32.98621892929077,7.954729843139648,2.2,3.0
33.101799726486206,7.954729843139648,1.7,3.0
33.22196650505066,7.954729843139648,2.1,3.0
33.34249711036682,7.954729843139648,2.1,3.0
33.45829629898071,7.954729843139648,1.7,3.0
33.57350945472717,7.954729843139648,1.7,3.0
33.693161964416504,7.954729843139648,4.7,3.0
33.81083703041077,7.954729843139648,7.3,3.0
33.92775225639343,7.954729843139648,6.5,3.0
34.04837989807129,7.954729843139648,2.5,3.0
34.16873621940613,7.954729843139648,2.1,3.0
34.2841010093689,7.954729843139648,2.2,3.0
34.39912986755371,7.954729843139648,1.8,3.0
34.51840829849243,7.954729843139648,5.5,3.0
34.635071992874146,7.954729843139648,7.0,3.0
34.74937629699707,7.954729843139648,5.8,3.0
34.86919927597046,7.954729843139648,2.1,3.0
34.984163999557495,7.954729843139648,1.7,3.0
35.09971261024475,7.954729843139648,1.7,3.0
35.21554398536682,7.954729843139648,1.7,3.0
35.330766439437866,7.954729843139648,2.2,3.0
35.44614386558533,7.954729843139648,1.7,3.0
35.561070680618286,7.954729843139648,3.1,3.0
35.67344927787781,7.954729843139648,6.2,3.0
35.785741567611694,7.954729843139648,17.0,3.0
35.89942121505737,7.954729843139648,10.8,3.0
36.01251816749573,7.954729843139648,10.2,3.0
36.125361919403076,7.954729843139648,8.6,3.0
36.2386257648468,7.954729843139648,10.2,3.0
36.35189938545227,7.954729843139648,8.4,3.0
36.46423554420471,7.954729843139648,4.9,3.0
36.57648515701294,22.95472984313965,2.2,3.0
36.69235610961914,7.954729843139648,1.7,3.0
36.81231212615967,7.954729843139648,2.1,3.0
36.927464723587036,7.954729843139648,1.7,3.0
37.04694485664368,7.954729843139648,1.7,3.0
37.162208795547485,7.954729843139648,5.8,3.0
37.276207447052,7.954729843139648,7.1,3.0
37.393898248672485,7.954729843139648,4.3,3.0
37.50994873046875,7.954729843139648,3.1,3.0
37.62914991378784,7.954729843139648,1.7,3.0
37.744256019592285,7.954729843139648,1.7,3.0
37.85912489891052,7.954729843139648,1.7,3.0
37.974536657333374,7.954729843139648,2.2,3.0
38.09008550643921,7.954729843139648,1.7,3.0
38.20570135116577,7.954729843139648,2.6,3.0
38.32135510444641,7.954729843139648,2.6,3.0
38.4365713596344,7.954729843139648,1.8,3.0
38.5521936416626,7.954729843139648,2.2,3.0
38.66822934150696,7.954729843139648,1.7,3.0
38.783305644989014,7.954729843139648,1.7,3.0
38.89920687675476,7.954729843139648,1.7,3.0
39.013988733291626,7.954729843139648,1.3,3.0
39.1288583278656,7.954729843139648,2.2,3.0
39.24408745765686,7.954729843139648,1.3,3.0
39.35870003700256,7.954729843139648,2.6,3.0
39.47407674789429,7.954729843139648,1.7,3.0
39.58960032463074,22.95472984313965,1.7,3.0
39.705087661743164,7.954729843139648,1.7,3.0
39.820709466934204,22.95472984313965,2.2,3.0
39.93600106239319,7.954729843139648,2.2,3.0
40.048200607299805,7.954729843139648,5.8,3.0
40.160266399383545,7.954729843139648,5.8,3.0
40.272296667099,7.954729843139648,4.0,3.0
40.38765835762024,7.954729843139648,1.3,3.0
40.502848863601685,7.954729843139648,1.7,3.0
40.62729501724243,7.954775619506836,2.4,3.0
40.7557110786438,7.954775619506836,1.9,3.0
40.883769035339355,7.954775619506836,1.6,3.0
41.01216101646423,7.954775619506836,2.0,3.0
41.141231536865234,7.954775619506836,1.9,3.0
41.269397497177124,7.954775619506836,1.6,3.0
41.39794611930847,7.954775619506836,1.6,3.0
41.525734186172485,7.954775619506836,2.0,3.0
41.65789794921875,7.954775619506836,1.9,3.0
41.78984355926514,7.954775619506836,1.5,3.0
41.922621965408325,7.954775619506836,2.7,3.0
42.055007219314575,7.954775619506836,2.3,3.0
42.18298006057739,7.954775619506836,2.7,3.0
42.313112020492554,7.954775619506836,1.5,3.0
42.444618701934814,7.954775619506836,1.9,3.0
42.5772659778595,7.954775619506836,2.3,3.0
42.70610046386719,7.954775619506836,2.3,3.0
42.84001159667969,7.954775619506836,2.3,3.0
42.973570585250854,22.954775619506837,1.9,3.0
43.106003761291504,7.954775619506836,2.3,3.0
43.238582134246826,7.954775619506836,2.3,3.0
43.366122245788574,7.954775619506836,2.0,3.0
43.49491024017334,7.954775619506836,2.0,3.0
43.62588930130005,7.954775619506836,1.9,3.0
43.758647203445435,5.454775619506836,2.3,2.0
43.891831398010254,5.454775619506836,2.3,2.0
44.02395677566528,5.454775619506836,2.3,2.0
44.15814185142517,5.454775619506836,2.2,2.0
44.28718137741089,5.454775619506836,2.0,2.0
44.418288707733154,5.454775619506836,1.9,2.0
44.55103588104248,20.454775619506837,2.3,2.0
44.68795609474182,7.954775619506836,2.2,3.0
44.82390260696411,7.954775619506836,1.9,3.0
44.95524024963379,7.954775619506836,2.3,3.0
45.08810472488403,7.954775619506836,3.0,3.0
45.21579432487488,7.954775619506836,2.0,3.0
45.344939947128296,7.954775619506836,1.9,3.0
45.47646903991699,7.954775619506836,2.3,3.0
45.60849332809448,22.954775619506837,1.9,3.0
45.74139404296875,2.9547756195068358,1.5,1.0
45.869099617004395,2.9547756195068358,2.8,1.0
45.99885630607605,2.9547756195068358,3.5,1.0
46.131065130233765,2.9547756195068358,2.3,1.0
46.263551235198975,2.9547756195068358,3.4,1.0
46.39761447906494,2.9547756195068358,3.7,1.0
46.52978444099426,2.9547756195068358,3.1,1.0
46.66766929626465,2.9547756195068358,1.8,3.0
46.79584050178528,7.954775619506836,2.0,3.0
46.92552137374878,7.954775619506836,8.2,3.0
47.05355978012085,7.954775619506836,2.3,3.0
47.18179941177368,7.954775619506836,2.0,3.0
47.310704946517944,7.954775619506836,2.0,3.0
47.44142556190491,7.954775619506836,2.3,3.0
47.5746750831604,7.954775619506836,2.3,3.0
47.70832562446594,5.454775619506836,4.2,2.0
47.8396680355072,5.454775619506836,7.8,2.0
47.96940732002258,20.454775619506837,6.6,2.0
48.10215139389038,5.454775619506836,4.1,2.0
48.234681367874146,5.454775619506836,2.3,2.0
48.36893010139465,5.454912948608398,1.9,2.0
48.5014123916626,5.454912948608398,2.6,2.0
48.62879133224487,5.454912948608398,2.4,2.0
48.75832724571228,7.954912948608398,3.9,3.0
48.89059543609619,7.954912948608398,4.2,3.0
49.02431607246399,7.954912948608398,3.8,3.0
49.155343532562256,7.954912948608398,1.9,3.0
49.28359866142273,7.954912948608398,2.4,3.0
49.412734031677246,7.954912948608398,2.3,3.0
49.544620752334595,7.954912948608398,1.9,3.0
49.677253007888794,7.954912948608398,2.7,3.0
49.81148171424866,7.954912948608398,2.6,3.0
49.93888187408447,7.954912948608398,2.0,3.0
50.068015575408936,7.954912948608398,2.3,3.0
50.20055055618286,7.954912948608398,2.3,3.0
50.33322858810425,7.954912948608398,2.3,3.0
50.46623158454895,7.954912948608398,2.3,3.0
50.594484090805054,37.954912948608396,2.8,3.0
50.72480392456055,0.4549129486083984,1.9,0.0
50.855852127075195,0.4549129486083984,2.3,0.0
50.9885094165802,0.4549129486083984,9.5,0.0
51.12295460700989,0.4549129486083984,2.6,0.0
51.25330185890198,0.4549129486083984,2.7,0.0
51.3845591545105,15.4549129486084,2.7,0.0
51.51491045951843,0.4549129486083984,2.3,0.0
51.650168657302856,0.4549129486083984,2.6,0.0
51.7813286781311,7.954912948608398,3.1,3.0
51.91026759147644,7.954912948608398,3.1,3.0
52.038432359695435,7.954912948608398,2.0,3.0
52.167892932891846,7.954912948608398,2.7,3.0
52.296141624450684,7.954912948608398,2.4,3.0
52.4245982170105,7.954912948608398,2.0,3.0
52.55328035354614,7.954912948608398,2.4,3.0
52.68096876144409,7.954912948608398,2.0,3.0
52.80870604515076,7.954912948608398,2.0,3.0
52.93665099143982,7.954912948608398,2.4,3.0
53.06465530395508,7.954912948608398,3.9,3.0
53.19316029548645,7.954912948608398,2.8,3.0
53.32161998748779,7.954912948608398,3.1,3.0
53.45090913772583,7.954912948608398,3.5,3.0
53.57952404022217,7.954912948608398,3.1,3.0
53.70806932449341,5.454912948608398,2.7,2.0
53.836694955825806,5.454912948608398,2.4,2.0
53.965972900390625,5.454912948608398,3.9,2.0
54.09492015838623,5.454912948608398,2.4,2.0
54.22357654571533,5.454912948608398,2.3,2.0
54.351166009902954,5.454912948608398,1.6,2.0
54.479002714157104,5.454912948608398,2.0,2.0
54.607280254364014,5.454912948608398,2.0,2.0
54.734971046447754,2.9549129486083983,2.7,1.0
54.862895250320435,2.9549129486083983,2.0,1.0
54.99151039123535,2.9549129486083983,4.3,1.0
55.12655448913574,2.9549129486083983,4.9,1.0
55.258694887161255,2.9549129486083983,2.3,1.0
55.391608238220215,2.9549129486083983,2.3,1.0
55.525248527526855,2.9549129486083983,2.3,1.0
55.65381455421448,2.9549129486083983,2.0,1.0
55.78152298927307,7.954912948608398,2.4,3.0
55.91343808174133,7.954912948608398,2.3,3.0
56.04186940193176,7.954912948608398,2.7,3.0
56.170414447784424,7.954912948608398,2.3,3.0
56.2978630065918,7.954912948608398,2.0,3.0
56.425835609436035,7.954912948608398,2.7,3.0
56.55390930175781,7.954912948608398,2.4,3.0
56.68113350868225,7.954912948608398,2.0,3.0
56.80903744697571,7.954912948608398,2.4,3.0
56.93620681762695,22.9549129486084,2.0,3.0
57.068220138549805,7.954912948608398,2.3,3.0
57.196181535720825,7.954912948608398,2.0,3.0
57.323790550231934,7.954912948608398,1.6,3.0
57.45159602165222,7.954912948608398,3.1,3.0
57.57944989204407,7.954912948608398,2.0,3.0
57.707940101623535,5.454912948608398,2.4,2.0
57.83617925643921,5.454912948608398,1.6,2.0
57.96415615081787,5.454912948608398,2.0,2.0
58.09234356880188,5.454912948608398,2.0,2.0
58.221811294555664,5.454912948608398,3.1,2.0
58.349689960479736,5.454912948608398,2.0,2.0
58.476125717163086,5.454912948608398,3.2,2.0
58.6024911403656,5.454912948608398,1.6,2.0
58.72933268547058,0.4549129486083984,2.0,0.0
58.85609197616577,0.4549129486083984,1.6,0.0
58.983067989349365,0.4549129486083984,2.4,0.0
59.11364459991455,0.4549129486083984,1.9,0.0
59.24075388908386,0.4549129486083984,3.6,0.0
59.367875814437866,0.4549129486083984,2.8,0.0
59.49697399139404,0.4549129486083984,2.3,0.0
59.62356233596802,15.4549129486084,2.4,0.0
59.75044870376587,7.954912948608398,2.0,3.0
59.87742233276367,7.954912948608398,3.2,3.0
60.00385594367981,7.954912948608398,2.8,3.0
60.13051104545593,7.954912948608398,3.6,3.0
60.260934829711914,7.954912948608398,2.7,3.0
60.387014389038086,7.954912948608398,2.8,3.0
60.51345634460449,7.954912948608398,3.2,3.0
60.64348840713501,22.9549129486084,3.1,3.0
60.77228593826294,7.954912948608398,1.9,3.0
60.898757457733154,7.954912948608398,2.4,3.0
61.02549409866333,7.954912948608398,2.4,3.0
61.15768527984619,7.954912948608398,6.1,3.0
61.28617978096008,7.954912948608398,6.7,3.0
61.413901805877686,7.954912948608398,4.3,3.0
61.54123067855835,22.9549129486084,3.2,3.0
61.67426776885986,7.954912948608398,2.3,3.0
61.80246019363403,22.9549129486084,2.0,3.0
61.93560075759888,7.954912948608398,4.2,3.0
62.06645345687866,7.954912948608398,5.9,3.0
62.19519543647766,7.954912948608398,3.1,3.0
62.32657837867737,7.954912948608398,2.3,3.0
62.45733666419983,7.954912948608398,1.9,3.0
62.591713428497314,7.954912948608398,3.0,3.0
62.71910881996155,15.4549129486084,2.4,0.0
62.847012758255005,0.4549129486083984,2.4,0.0
62.978214740753174,0.4549129486083984,2.3,0.0
63.11044883728027,0.4549129486083984,1.9,0.0
63.237509965896606,0.4549129486083984,2.8,0.0
63.36581587791443,0.4549129486083984,2.4,0.0
63.496755599975586,0.4549129486083984,2.3,0.0
63.628777265548706,0.4549129486083984,3.4,0.0
63.756200075149536,7.954912948608398,2.0,3.0
63.88852310180664,7.954912948608398,2.3,3.0
64.01894450187683,7.954912948608398,3.5,3.0
64.15207576751709,7.954912948608398,4.6,3.0
64.28086447715759,7.954912948608398,4.7,3.0
64.41220092773438,7.954912948608398,3.1,3.0
64.54396796226501,7.954912948608398,3.8,3.0
64.67780137062073,7.954912948608398,2.3,3.0
64.80773210525513,7.954912948608398,3.1,3.0
64.93874049186707,7.954912948608398,4.2,3.0
65.06978011131287,7.954912948608398,13.6,3.0
65.19985151290894,7.954912948608398,5.8,3.0
65.33118677139282,7.954912948608398,4.2,3.0
65.46658492088318,7.954912948608398,2.6,3.0
65.5978524684906,7.954912948608398,1.9,3.0
65.73378777503967,0.4549129486083984,2.2,0.0
65.86628484725952,0.4549129486083984,2.3,0.0
65.99307084083557,0.4549129486083984,1.6,0.0
66.12204360961914,0.4549129486083984,2.0,0.0
66.25319385528564,0.4549129486083984,1.6,0.0
66.38521409034729,0.4549129486083984,2.3,0.0
66.51269125938416,0.4549129486083984,2.0,0.0
66.64086866378784,15.4549129486084,2.0,0.0
66.77195906639099,7.954912948608398,2.3,3.0
66.90425539016724,7.954912948608398,2.3,3.0
67.03184485435486,7.954912948608398,2.0,3.0
67.16247272491455,7.954912948608398,4.3,3.0
67.29064750671387,7.954912948608398,5.1,3.0
67.42374467849731,7.954912948608398,1.9,3.0
67.55178165435791,7.954912948608398,4.8,3.0
67.6811032295227,7.954912948608398,3.9,3.0
67.81189227104187,7.954912948608398,3.8,3.0
67.94580721855164,7.954912948608398,4.6,3.0
68.07590627670288,7.954912948608398,4.2,3.0
68.20436334609985,7.954912948608398,3.5,3.0
68.33722877502441,7.954912948608398,4.5,3.0
68.47119903564453,7.954912948608398,3.4,3.0
68.60223722457886,7.954912948608398,2.7,3.0
68.73717975616455,2.9549129486083983,2.2,1.0
68.86831545829773,2.9549129486083983,5.3,1.0
68.99368691444397,2.9549129486083983,4.9,1.0
69.11024880409241,2.9549129486083983,3.0,1.0
69.22462630271912,2.9549129486083983,2.2,1.0
69.33874082565308,2.9549129486083983,2.7,1.0
69.45288872718811,2.9549129486083983,1.8,1.0
69.56751751899719,17.9549129486084,1.8,1.0
69.68106508255005,7.954912948608398,2.2,3.0
69.79503011703491,22.9549129486084,2.2,3.0
